sequence	group	net_charge	gravy_index
dbAMP_09960	dbamp	5.036054903	0.3325
dbAMP_09961	dbamp	5.026153913	0.38902439
dbAMP_10004	dbamp	-0.981189452	0.6
dbAMP_10023	dbamp	2.957509867	-2.35
dbAMP_10113	dbamp	0.826474821	1.020930233
dbAMP_10149	dbamp	1.749191623	-1.516666667
dbAMP_10169	dbamp	1.785997176	-0.506818182
dbAMP_10192	dbamp	5.855214268	-0.79
dbAMP_10226	dbamp	-2.238655865	-1.1
dbAMP_10278	dbamp	-1.237087924	-0.009090909
dbAMP_10343	dbamp	1.810387523	0.53125
dbAMP_10352	dbamp	0.730388644	2.133333333
dbAMP_10364	dbamp	0.740289634	0.45
dbAMP_10368	dbamp	4.700645674	0.355555556
dbAMP_10398	dbamp	4.218616751	-0.708411215
dbAMP_10399	dbamp	3.955262882	-1.181666667
dbAMP_10405	dbamp	5.75607561	-0.90625
dbAMP_10428	dbamp	6.754097608	0.329166667
dbAMP_10468	dbamp	3.740259634	0.941666667
dbAMP_10481	dbamp	5.75608561	0.747826087
dbAMP_10600	dbamp	2.843269799	0.337037037
dbAMP_10602	dbamp	3.824456819	0.431578947
dbAMP_10603	dbamp	0.760091614	0.208333333
dbAMP_10637	dbamp	0.762892076	-2.1
dbAMP_10657	dbamp	6.698627672	-0.222580645
dbAMP_10736	dbamp	4.758987833	-0.65625
dbAMP_10840	dbamp	-5.760767723	-0.615270936
dbAMP_10907	dbamp	1.434712732	-0.749152542
dbAMP_10908	dbamp	6.511613671	-0.022580645
dbAMP_10909	dbamp	5.423450482	0.087096774
dbAMP_10914	dbamp	-0.599259481	1.007142857
dbAMP_10915	dbamp	-0.599259481	1.146153846
dbAMP_10916	dbamp	-0.589358491	1.48
dbAMP_10918	dbamp	-0.599259481	1.107142857
dbAMP_10923	dbamp	-0.599259481	1.007142857
dbAMP_10924	dbamp	-0.599259481	1.2
dbAMP_10927	dbamp	-2.577215979	0.563888889
dbAMP_11011	dbamp	12.62742183	-0.680392157
dbAMP_11019	dbamp	2.445738862	-0.534482759
dbAMP_11022	dbamp	3.466529844	-0.475862069
dbAMP_11077	dbamp	4.543548164	-0.692307692
dbAMP_11090	dbamp	14.81483557	-1.338636364
dbAMP_11116	dbamp	4.427548246	-0.22
dbAMP_11147	dbamp	1.534469633	-0.444680851
dbAMP_11182	dbamp	1.610818611	0.0075
dbAMP_11183	dbamp	1.610818611	-0.08974359
dbAMP_11205	dbamp	-0.53804208	-0.846153846
dbAMP_11245	dbamp	-1.576647039	1.268421053
dbAMP_11247	dbamp	-2.444516408	-0.029166667
dbAMP_11254	dbamp	-0.576657039	0.89047619
dbAMP_11268	dbamp	3.419513498	0.659259259
dbAMP_11270	dbamp	-0.590357492	0.357142857
dbAMP_11273	dbamp	-0.385371926	0.575675676
dbAMP_11278	dbamp	0.460136459	0.011111111
dbAMP_11280	dbamp	-6.579407509	0.454761905
dbAMP_11301	dbamp	-1.537043079	0.418181818
dbAMP_11366	dbamp	7.362479618	-0.355882353
dbAMP_11367	dbamp	1.379122293	-0.473076923
dbAMP_11425	dbamp	-3.34390377	-0.433333333
dbAMP_11432	dbamp	0.358406093	0.284375
dbAMP_11451	dbamp	2.372522368	-0.182926829
dbAMP_11452	dbamp	2.352720388	-0.118604651
dbAMP_11453	dbamp	2.352842148	-0.188372093
dbAMP_11525	dbamp	2.372400608	0.451219512
dbAMP_11526	dbamp	-0.602802407	-1.1125
dbAMP_11527	dbamp	2.39431235	0.262162162
dbAMP_11528	dbamp	0.397197593	1.272727273
dbAMP_11529	dbamp	-0.621605386	1.076190476
dbAMP_11530	dbamp	1.357583633	0.287096774
dbAMP_11535	dbamp	0.484371782	0.444444444
dbAMP_11536	dbamp	-0.514385697	0.107407407
dbAMP_11541	dbamp	-0.601803406	-0.141666667
dbAMP_11563	dbamp	-0.532562758	-0.535135135
dbAMP_11564	dbamp	-0.525514017	-0.590243902
dbAMP_11568	dbamp	3.438895575	-0.029787234
dbAMP_11573	dbamp	1.335793651	0.164102564
dbAMP_11574	dbamp	-1.524408448	0.388571429
dbAMP_11575	dbamp	0.377395613	1.214285714
dbAMP_11576	dbamp	1.366485622	0.206896552
dbAMP_11577	dbamp	1.357583633	0.25625
dbAMP_11580	dbamp	1.376396612	1.42
dbAMP_11581	dbamp	1.376396612	1.26
dbAMP_11598	dbamp	0.387418363	0.559259259
dbAMP_11637	dbamp	0.46531748	-0.636111111
dbAMP_11642	dbamp	-2.974168648	0.037254902
dbAMP_11643	dbamp	3.729982386	1.007246377
dbAMP_11659	dbamp	-1.263201148	0.577777778
dbAMP_11692	dbamp	3.732072148	-1.685
dbAMP_11736	dbamp	-0.26601161	2.353333333
dbAMP_11739	dbamp	-0.26601161	2.106666667
dbAMP_11741	dbamp	-0.267010611	2.08
dbAMP_11749	dbamp	-0.218441382	-0.242857143
dbAMP_11750	dbamp	-0.218441382	-0.13255814
dbAMP_11751	dbamp	-1.178024962	0.4
dbAMP_11763	dbamp	2.701278417	0.4
dbAMP_11832	dbamp	-0.26601161	1.723076923
dbAMP_11839	dbamp	0.67638391	0.675
dbAMP_11840	dbamp	1.681486436	0.731034483
dbAMP_11852	dbamp	-1.205306313	-0.325490196
dbAMP_11854	dbamp	-0.279298446	0.108064516
dbAMP_11858	dbamp	2.798353595	0.045714286
dbAMP_11859	dbamp	3.712970868	-0.277083333
dbAMP_11880	dbamp	2.784588361	-0.104081633
dbAMP_11894	dbamp	0.732979389	1.175
dbAMP_11948	dbamp	1.663672458	0.736363636
dbAMP_11949	dbamp	-0.315516561	0.333333333
dbAMP_11950	dbamp	1.693375429	0.803448276
dbAMP_11986	dbamp	1.712188408	1.66
dbAMP_11989	dbamp	-0.26601161	2.3
dbAMP_11990	dbamp	-0.26601161	2.3
dbAMP_11991	dbamp	-0.26601161	2.3
dbAMP_11995	dbamp	0.907327766	0.65
dbAMP_12012	dbamp	-1.240084927	1.197674419
dbAMP_12037	dbamp	1.710410123	0.190625
dbAMP_12038	dbamp	1.710410123	0.2875
dbAMP_12039	dbamp	0.798583312	0.321875
dbAMP_12130	dbamp	6.811568826	0.593333333
dbAMP_12132	dbamp	6.811568826	0.09
dbAMP_12138	dbamp	-1.268358835	0.735483871
dbAMP_12139	dbamp	-2.980999749	-0.42
dbAMP_12140	dbamp	0.720311113	0.4
dbAMP_12148	dbamp	-0.239898386	0.04
dbAMP_12149	dbamp	1.739104092	-0.60625
dbAMP_12155	dbamp	-1.237087924	0.931578947
dbAMP_12156	dbamp	1.719488653	0.45483871
dbAMP_12159	dbamp	-1.062617787	-1
dbAMP_12160	dbamp	-1.149791976	-0.744444444
dbAMP_12179	dbamp	-1.169780497	-0.13
dbAMP_12251	dbamp	4.833768187	0.044339623
dbAMP_12252	dbamp	1.757094611	0.25
dbAMP_12283	dbamp	0.824720339	0.533870968
dbAMP_12284	dbamp	0.758103612	0.108333333
dbAMP_12286	dbamp	5.753108607	-0.445454545
dbAMP_12287	dbamp	4.754107608	-0.331818182
dbAMP_12293	dbamp	0.83562033	0.691666667
dbAMP_12294	dbamp	0.82571934	0.777966102
dbAMP_12297	dbamp	0.738301632	0.952777778
dbAMP_12342	dbamp	11.1026548	-1.051020408
dbAMP_12349	dbamp	0.740048312	-0.46969697
dbAMP_12350	dbamp	0.814697589	-0.062857143
dbAMP_12351	dbamp	1.725525399	0.154285714
dbAMP_12356	dbamp	-2.265548373	0.72
dbAMP_12361	dbamp	1.793876586	0.85
dbAMP_12362	dbamp	4.631477833	-0.126666667
DRAMP00181	dramp	1.016750934	-0.244444444
DRAMP00182	dramp	-2.245868153	0.986666667
DRAMP00183	dramp	-2.275571123	0.964516129
DRAMP00184	dramp	4.180434586	-0.981818182
DRAMP00185	dramp	5.842270798	-0.970967742
DRAMP00186	dramp	2.82558758	-0.333333333
DRAMP00187	dramp	1.761435895	-0.686363636
DRAMP00188	dramp	6.791662043	0.063636364
DRAMP00189	dramp	4.841637076	-0.85483871
DRAMP00190	dramp	5.669558497	-0.743859649
DRAMP00191	dramp	-1.151911738	0.4
DRAMP00192	dramp	0.500344688	-1.271428571
DRAMP00193	dramp	-0.218441382	-0.13255814
DRAMP00194	dramp	0.761202375	-0.378947368
DRAMP00195	dramp	-0.133784003	-0.003409091
DRAMP00196	dramp	-3.271592921	0.114444444
DRAMP00197	dramp	1.886072758	-0.033783784
DRAMP00198	dramp	-0.239898386	0.836666667
DRAMP00199	dramp	-2.509069263	-0.251612903
DRAMP00200	dramp	-2.148559455	0.081818182
DRAMP00201	dramp	-0.599259481	1.107142857
DRAMP00202	dramp	-0.599259481	1.007142857
DRAMP00203	dramp	-0.599259481	1.007142857
DRAMP00204	dramp	-0.590357492	0.792857143
DRAMP00205	dramp	-1.279380586	1.157142857
DRAMP00206	dramp	9.904759761	-0.298275862
DRAMP00207	dramp	-0.152490678	1.036206897
DRAMP00208	dramp	1.84620202	-1.011538462
DRAMP00209	dramp	-1.286208576	0.248888889
DRAMP00211	dramp	2.708578662	0.240540541
DRAMP00212	dramp	-0.198022289	-0.469230769
DRAMP00213	dramp	-0.385371926	0.575675676
DRAMP00214	dramp	-1.499523553	0.259090909
DRAMP00215	dramp	2.819990212	-0.177419355
DRAMP00216	dramp	2.792047323	-0.35106383
DRAMP00217	dramp	-0.204125412	0.7625
DRAMP00218	dramp	0.740289634	0.45
DRAMP00219	dramp	4.754107608	-0.331818182
DRAMP00220	dramp	4.755106609	-0.435294118
DRAMP00221	dramp	1.737546151	0.258490566
DRAMP00222	dramp	-4.147550454	0.06547619
DRAMP00224	dramp	-1.235276463	-0.26
DRAMP00225	dramp	-2.225051418	-0.60625
DRAMP00226	dramp	-0.239898386	-0.544444444
DRAMP00227	dramp	-1.263201148	0.577777778
DRAMP00228	dramp	-0.601803406	-0.141666667
DRAMP00229	dramp	-0.032632257	-0.241860465
DRAMP00230	dramp	0.848078263	-0.411111111
DRAMP00231	dramp	0.848078263	-0.47
DRAMP00232	dramp	-0.223927392	1.109090909
DRAMP00233	dramp	-2.158693965	0.736363636
DRAMP00234	dramp	-0.248688615	-0.045454545
DRAMP00235	dramp	-3.241745677	-0.403448276
DRAMP00236	dramp	-2.577215979	0.563888889
DRAMP00237	dramp	-1.259456846	0.326666667
DRAMP00238	dramp	0.738301632	0.952777778
DRAMP00239	dramp	-0.514385697	0.107407407
DRAMP00240	dramp	3.588544856	-1.292592593
DRAMP00241	dramp	4.755106609	0.064
DRAMP00242	dramp	-1.062617787	-1
DRAMP00243	dramp	-1.149791976	-0.744444444
DRAMP00244	dramp	-1.237087924	0.931578947
DRAMP00245	dramp	-0.26601161	2.106666667
DRAMP00246	dramp	-0.26601161	2.353333333
DRAMP00247	dramp	-0.267010611	2.08
DRAMP00248	dramp	0.054541932	-0.318604651
DRAMP00249	dramp	5.753108607	-0.445454545
DRAMP00250	dramp	-0.065438249	-0.433333333
DRAMP00251	dramp	1.792000344	0.1
DRAMP00252	dramp	-1.205306313	-0.325490196
DRAMP00253	dramp	1.91514203	-0.404166667
DRAMP00254	dramp	-1.240084927	1.197674419
DRAMP00256	dramp	1.84552132	0.141176471
DRAMP00257	dramp	7.579350327	-0.019607843
DRAMP00258	dramp	4.496415662	0.275471698
DRAMP00259	dramp	-4.510772387	0.762
DRAMP00260	dramp	0.46531748	-0.636111111
DRAMP00261	dramp	3.751326863	-1.1
DRAMP00263	dramp	0.739300633	0.728571429
DRAMP18195	dramp	4.584447092	-0.683333333
DRAMP18204	dramp	-1.576647039	0.38
DRAMP18205	dramp	-2.575526278	0.505555556
DRAMP18206	dramp	-1.240918911	1.368421053
DRAMP18207	dramp	-1.240918911	1.368421053
DRAMP18208	dramp	-0.28581359	0.113636364
DRAMP18209	dramp	-0.24092891	1.019047619
DRAMP18210	dramp	-0.599259481	1.491666667
DRAMP18211	dramp	-0.601803406	-0.68
DRAMP18212	dramp	4.752353126	0.85
DRAMP18213	dramp	1.731990388	1.06
DRAMP18214	dramp	1.376396612	1.26
DRAMP18215	dramp	1.376396612	1.42
DRAMP18216	dramp	-1.258579605	1.024074074
DRAMP18217	dramp	-1.236275464	-1.078571429
DRAMP18218	dramp	-0.601803406	0.883333333
DRAMP18219	dramp	-0.601803406	0.883333333
DRAMP18220	dramp	-0.602802407	-0.033333333
DRAMP18221	dramp	-0.602802407	-0.033333333
DRAMP18222	dramp	-1.298061806	-0.15
DRAMP18223	dramp	0.22180608	0.152631579
DRAMP18224	dramp	-2.16054846	-1.3
DRAMP18225	dramp	-2.265548373	0.84
DRAMP18226	dramp	-2.230729883	1.771428571
DRAMP18227	dramp	-2.230729883	1.771428571
DRAMP18228	dramp	-2.230729883	1.771428571
DRAMP18236	dramp	-1.244386952	-1.022222222
DRAMP18237	dramp	-2.16054846	-1.3
DRAMP18238	dramp	-2.16054846	-1.06
DRAMP18239	dramp	-2.16054846	-1.33
DRAMP18240	dramp	-2.16054846	-1.06
DRAMP18241	dramp	3.345684641	0.0875
DRAMP18242	dramp	-2.16054846	-1.09
DRAMP18243	dramp	0.431245949	0.369047619
DRAMP18244	dramp	0.431245949	0.378571429
DRAMP18245	dramp	1.430246948	0.369047619
DRAMP18246	dramp	-0.239898386	1.235294118
DRAMP18247	dramp	-1.238777625	-0.5
DRAMP18248	dramp	-0.241774628	-0.5
DRAMP18249	dramp	-3.266239073	0.476190476
DRAMP18250	dramp	-1.294681247	-0.442
DRAMP18251	dramp	0.731322864	0.702222222
DRAMP18252	dramp	0.741233854	0.538709677
DRAMP18253	dramp	2.755228369	-0.41025641
DRAMP18255	dramp	3.729982386	1.007246377
DRAMP18256	dramp	-3.253957682	0.984615385
DRAMP18258	dramp	5.026153913	0.38902439
DRAMP18259	dramp	5.739039311	0.622058824
DRAMP18260	dramp	3.860165012	-0.690697674
DRAMP18261	dramp	5.583458091	-0.109302326
DRAMP18262	dramp	5.581470089	0.202272727
DRAMP18263	dramp	-0.11412074	-0.413333333
DRAMP18264	dramp	1.693375429	0.803448276
DRAMP18265	dramp	5.502585527	0.538571429
DRAMP18266	dramp	0.46531748	-0.636111111
DRAMP18267	dramp	-2.147103274	-1.134782609
DRAMP18268	dramp	1.752088082	0.106976744
DRAMP18269	dramp	0.82571934	0.777966102
DRAMP18270	dramp	-0.259578606	0.641860465
DRAMP18271	dramp	4.752231366	0.953125
DRAMP18272	dramp	6.499775065	0.658571429
DRAMP18273	dramp	3.734427388	-0.253488372
DRAMP18276	dramp	-0.249799376	0.615789474
DRAMP18277	dramp	-4.329999861	0.885526316
DRAMP18278	dramp	1.020662157	-0.688
DRAMP18279	dramp	4.789880582	-0.239130435
DRAMP18280	dramp	3.795346592	-0.9875
DRAMP18281	dramp	5.757176372	-0.766666667
DRAMP18282	dramp	-0.239898386	-1.12
DRAMP18283	dramp	3.755106609	-0.140909091
DRAMP18284	dramp	-0.152490678	0.996551724
DRAMP18285	dramp	2.372400608	0.451219512
DRAMP18286	dramp	-0.018601756	0.58028169
DRAMP18287	dramp	3.482970087	-0.042028986
DRAMP18288	dramp	1.739290633	0.88
DRAMP18289	dramp	6.822438818	-1.522727273
DRAMP18290	dramp	2.755096609	-0.379069767
DRAMP18291	dramp	5.994920952	-0.339130435
DRAMP18292	dramp	4.743309377	0.475
DRAMP18293	dramp	-0.08453953	0.292592593
DRAMP18294	dramp	1.87705477	-0.793333333
DRAMP18295	dramp	1.758103612	0.705263158
DRAMP18296	dramp	2.75610561	0.76
DRAMP18297	dramp	-0.259700366	2.6125
DRAMP18298	dramp	0.679894692	0.691304348
DRAMP18299	dramp	-3.235723643	-1.653846154
DRAMP18301	dramp	-1.586548029	0.276923077
DRAMP18302	dramp	-0.599259481	0.94375
DRAMP18303	dramp	0.67638391	0.675
DRAMP18304	dramp	0.67638391	0.675
DRAMP18305	dramp	3.75610561	0.161538462
DRAMP18306	dramp	0.844400559	-1.02
DRAMP18307	dramp	0.863236796	0.75625
DRAMP18308	dramp	-5.451303167	0.1875
DRAMP18309	dramp	-0.239898386	2.866666667
DRAMP18310	dramp	-0.259700366	2.6125
DRAMP18311	dramp	-0.28581359	2.1125
DRAMP18312	dramp	3.543631829	0.528282828
DRAMP18313	dramp	0.397197593	1.272727273
DRAMP18314	dramp	3.498170145	0.529032258
DRAMP18315	dramp	3.495359683	0.706666667
DRAMP18316	dramp	3.582533871	0.551612903
DRAMP18317	dramp	3.497171144	0.632258065
DRAMP18318	dramp	0.719498653	0.559090909
DRAMP18319	dramp	0.806672841	0.336363636
DRAMP18320	dramp	6.511613671	-0.022580645
DRAMP18321	dramp	8.492166139	-0.045098039
DRAMP18322	dramp	-1.237087924	1.271428571
DRAMP18323	dramp	1.902870778	-0.011111111
DRAMP18324	dramp	1.498600205	0.209090909
DRAMP18325	dramp	1.498600205	0.584
DRAMP00021	dramp	0.357593633	0.5125
DRAMP00022	dramp	-0.191393938	-0.633333333
DRAMP00023	dramp	0.729389643	0.565625
DRAMP00024	dramp	0.377395613	1.214285714
DRAMP00025	dramp	0.454668811	1.181578947
DRAMP00026	dramp	-0.268368835	0.195454545
DRAMP00027	dramp	-0.179626706	0.176
DRAMP00028	dramp	1.717500651	0.427272727
DRAMP00029	dramp	0.90555948	0.111538462
DRAMP00031	dramp	-0.237097924	-1.4
DRAMP00032	dramp	-0.180615707	0.0875
DRAMP00033	dramp	6.8473418	0.003333333
DRAMP00034	dramp	5.423450482	0.087096774
DRAMP00035	dramp	4.741374632	0.54
DRAMP00036	dramp	2.881948037	0.414705882
DRAMP00037	dramp	2.794773849	0.405882353
DRAMP00038	dramp	2.794773849	0.448387097
DRAMP00039	dramp	7.362479618	-0.355882353
DRAMP00040	dramp	1.717500651	0.395454545
DRAMP18326	dramp	-0.239963167	-0.058333333
DRAMP18327	dramp	1.087726452	-0.693421053
DRAMP18328	dramp	-0.258766146	0.467213115
DRAMP18329	dramp	1.748192622	0.790625
DRAMP18330	dramp	0.688796681	0.12
DRAMP18331	dramp	0.90555948	0.111538462
DRAMP18332	dramp	0.731201104	0.403225806
DRAMP18333	dramp	1.429434488	0.963333333
DRAMP18334	dramp	3.498271905	0.240909091
DRAMP18335	dramp	-0.093441519	0.272
DRAMP18336	dramp	1.755505146	0.296969697
DRAMP18337	dramp	-0.116951224	-1.65
DRAMP18338	dramp	-0.590357492	0.792857143
DRAMP18339	dramp	-1.152602438	-0.076470588
DRAMP18340	dramp	-3.235723643	-1.853846154
DRAMP18341	dramp	-3.235723643	-1.853846154
DRAMP18342	dramp	-1.258579605	-0.194736842
DRAMP18343	dramp	-1.258579605	-0.194736842
DRAMP18344	dramp	-0.280501347	1.157142857
DRAMP18345	dramp	-0.280501347	1.157142857
DRAMP18346	dramp	-1.061628786	0.462162162
DRAMP18347	dramp	-1.279380586	1.157142857
DRAMP18348	dramp	-1.153601439	-0.91875
DRAMP18349	dramp	-1.279380586	1.142857143
DRAMP18350	dramp	-1.279380586	1.171428571
DRAMP18351	dramp	-1.094689412	-0.445454545
DRAMP18352	dramp	1.862985474	-0.658139535
DRAMP18353	dramp	0.915015037	-0.975
DRAMP18354	dramp	0.718499652	0.422727273
DRAMP18355	dramp	7.579350327	-0.019607843
DRAMP18356	dramp	3.591747717	-0.304
DRAMP18357	dramp	6.759178611	0.026666667
DRAMP18654	dramp	1.759915073	0.4875
DRAMP18655	dramp	1.732112148	1.517647059
DRAMP18656	dramp	-0.49535365	-1.271428571
DRAMP18657	dramp	-1.238777625	-1.1
DRAMP20762	dramp	-2.577215979	0.563888889
DRAMP20763	dramp	-4.329999861	0.885526316
DRAMP20764	dramp	-0.249799376	0.768421053
DRAMP20765	dramp	-2.299816288	0.795588235
DRAMP18358	dramp	4.753253625	0.192105263
DRAMP18359	dramp	0.8857575	-0.12
DRAMP18360	dramp	1.672584447	0.838888889
DRAMP18361	dramp	0.794875587	-0.93
DRAMP18362	dramp	1.712211584	-0.821428571
DRAMP18363	dramp	-2.277260824	0.975
DRAMP18364	dramp	3.70660066	0.32962963
DRAMP18365	dramp	0.733012565	-0.144736842
DRAMP18366	dramp	-0.239776626	0.28
DRAMP18367	dramp	-0.239776626	0.233333333
DRAMP18368	dramp	-0.449376691	-1.03
DRAMP00041	dramp	1.718489652	0.004545455
DRAMP00042	dramp	1.717500651	-0.013636364
DRAMP00043	dramp	1.902870778	-0.092592593
DRAMP00044	dramp	1.902870778	-0.011111111
DRAMP00046	dramp	2.727391641	0.227272727
DRAMP00047	dramp	2.701278417	0.4
DRAMP00048	dramp	1.710410123	0.190625
DRAMP00049	dramp	-0.093441519	0.051851852
DRAMP00051	dramp	0.718499652	0.4625
DRAMP00052	dramp	0.819364293	-0.359259259
DRAMP00053	dramp	2.794773849	0.397058824
DRAMP00054	dramp	2.794773849	0.523529412
DRAMP00055	dramp	-1.199418686	0.1625
DRAMP00056	dramp	-0.269479596	-0.168421053
DRAMP00057	dramp	0.729521403	-0.189473684
DRAMP00058	dramp	0.730510404	-0.168421053
DRAMP00059	dramp	-0.270478597	-0.510526316
DRAMP00060	dramp	0.730510404	-0.221052632
DRAMP00061	dramp	-1.240918911	1.405263158
DRAMP00062	dramp	-1.276691884	0.94
DRAMP00063	dramp	-0.576657039	0.89047619
DRAMP00064	dramp	2.536482963	-0.252083333
DRAMP00065	dramp	5.908654005	0.084615385
DRAMP00066	dramp	5.789125101	0.269230769
DRAMP00067	dramp	1.823599578	-0.438888889
DRAMP00068	dramp	7.492988599	-0.084313725
DRAMP00069	dramp	1.997380761	-0.178
DRAMP00070	dramp	-0.999161347	-0.489795918
DRAMP00071	dramp	2.825279279	-0.557142857
DRAMP00072	dramp	0.860371553	-0.36
DRAMP00073	dramp	2.822600577	-0.43255814
DRAMP00074	dramp	0.864861716	-0.15
DRAMP00075	dramp	1.776688527	-0.221052632
DRAMP00076	dramp	3.734427388	-0.253488372
DRAMP00077	dramp	3.734427388	-0.253488372
DRAMP00078	dramp	1.910773766	-0.665116279
DRAMP00079	dramp	2.862975474	-0.745454545
DRAMP00080	dramp	2.774867066	-0.185365854
DRAMP00081	dramp	1.913452469	-0.391891892
DRAMP00082	dramp	2.372522368	-0.182926829
DRAMP00083	dramp	0.931574748	-0.554054054
DRAMP00084	dramp	1.833500568	-0.984210526
DRAMP00085	dramp	-0.525514017	-0.590243902
DRAMP00086	dramp	2.352842148	-0.188372093
DRAMP00088	dramp	3.724526398	-0.123255814
DRAMP00089	dramp	1.335793651	0.164102564
DRAMP00090	dramp	3.712970868	-0.277083333
DRAMP00091	dramp	1.862873714	-0.076744186
DRAMP00092	dramp	2.956251189	-0.774358974
DRAMP00093	dramp	1.758205372	0.013333333
DRAMP00094	dramp	2.798353595	0.045714286
DRAMP00095	dramp	1.913452469	-0.410810811
DRAMP00096	dramp	2.977146974	-0.493181818
DRAMP00097	dramp	-0.532562758	-0.535135135
DRAMP00099	dramp	2.735426389	-0.151162791
DRAMP00100	dramp	0.979023216	-0.297297297
DRAMP00101	dramp	1.910773766	-0.574418605
DRAMP00102	dramp	2.735426389	-0.313636364
DRAMP00103	dramp	5.916780513	-0.646296296
DRAMP00105	dramp	1.610818611	0.0075
DRAMP00106	dramp	2.84562308	-0.197297297
DRAMP00107	dramp	2.39431235	0.262162162
DRAMP00108	dramp	1.910773766	-0.606976744
DRAMP00109	dramp	4.811568826	-0.425
DRAMP00110	dramp	2.977025214	-0.278378378
DRAMP00111	dramp	3.995939953	-0.585714286
DRAMP00113	dramp	3.438895575	-0.029787234
DRAMP00114	dramp	3.822600577	-0.548837209
DRAMP00116	dramp	10.73698707	-0.417142857
DRAMP00119	dramp	3.735426389	-0.555813953
DRAMP00121	dramp	4.773092584	-0.4125
DRAMP00122	dramp	2.373521369	-0.188372093
DRAMP00123	dramp	2.352720388	-0.118604651
DRAMP00124	dramp	2.977146974	-0.429545455
DRAMP00125	dramp	0.816919111	-0.35
DRAMP00126	dramp	4.845359561	0.066666667
DRAMP00127	dramp	2.906430525	0.035294118
DRAMP00128	dramp	3.760995835	-0.932
DRAMP00129	dramp	4.758987833	-0.65625
DRAMP00130	dramp	4.543548164	-0.692307692
DRAMP00131	dramp	3.761661753	-0.8
DRAMP00132	dramp	3.845613081	-0.743589744
DRAMP00133	dramp	3.758973051	-0.805714286
DRAMP00134	dramp	4.62930329	-0.382352941
DRAMP00135	dramp	4.840272796	-0.653571429
DRAMP00136	dramp	2.819990212	-0.177419355
DRAMP00137	dramp	1.759037832	-0.323076923
DRAMP00138	dramp	1.836365811	-0.043478261
DRAMP00139	dramp	1.836365811	-0.058333333
DRAMP00140	dramp	3.824456819	0.431578947
DRAMP00141	dramp	1.824588579	0.197916667
DRAMP00142	dramp	3.824456819	0.459649123
DRAMP00143	dramp	5.753108607	-0.423076923
DRAMP00144	dramp	5.733286627	0.382
DRAMP00145	dramp	3.929566746	-0.387096774
DRAMP00146	dramp	1.739290633	0.88
DRAMP00147	dramp	2.82545582	0.293478261
DRAMP00148	dramp	-2.256768144	1.294285714
DRAMP00150	dramp	1.912640009	0.376086957
DRAMP00151	dramp	2.921228324	-0.461538462
DRAMP00152	dramp	3.75703983	-0.731428571
DRAMP00153	dramp	0.828276282	0.911363636
DRAMP00154	dramp	-1.086107471	0.573469388
DRAMP00155	dramp	0.82571934	0.777966102
DRAMP00156	dramp	-0.259578606	0.595348837
DRAMP00157	dramp	2.843269799	0.337037037
DRAMP00158	dramp	3.928567745	-0.415151515
DRAMP00159	dramp	1.019616177	-0.224242424
DRAMP00160	dramp	-0.15447868	0.582222222
DRAMP00161	dramp	0.826474821	1.020930233
DRAMP00162	dramp	-1.266790894	1.343333333
DRAMP00163	dramp	-1.267789895	1.24
DRAMP00164	dramp	2.75646089	0.937142857
DRAMP00165	dramp	-0.152490678	0.996551724
DRAMP00166	dramp	-2.237843405	1.001724138
DRAMP00167	dramp	-2.265548373	0.691428571
DRAMP00168	dramp	2.773075605	0.426086957
DRAMP00169	dramp	5.502585527	0.548571429
DRAMP00170	dramp	3.75691807	1.058333333
DRAMP00171	dramp	1.93368451	0.826229508
DRAMP00172	dramp	4.754229368	0.886666667
DRAMP00173	dramp	1.848900722	0.750819672
DRAMP00175	dramp	5.58315979	0.202272727
DRAMP00176	dramp	5.583458091	-0.144186047
DRAMP00177	dramp	3.900305583	-0.375471698
DRAMP00178	dramp	5.494966601	-0.588636364
DRAMP00179	dramp	3.478181623	-0.358823529
DRAMP00180	dramp	1.534469633	-0.444680851
DRAMP00001	dramp	-1.092442518	0.452
DRAMP00002	dramp	1.710410123	0.2875
DRAMP00003	dramp	1.755505146	0.296969697
DRAMP00004	dramp	2.467132753	-0.391304348
DRAMP00005	dramp	4.427548246	-0.22
DRAMP00006	dramp	-0.093441519	0.12
DRAMP00008	dramp	-1.190394937	-0.29
DRAMP00009	dramp	1.366485622	0.206896552
DRAMP00010	dramp	-0.113121739	-0.393103448
DRAMP00011	dramp	6.415527494	0.109375
DRAMP00012	dramp	0.358406093	0.284375
DRAMP00013	dramp	1.357583633	0.25625
DRAMP00014	dramp	1.663672458	0.736363636
DRAMP00015	dramp	3.419513498	0.659259259
DRAMP00016	dramp	1.817386291	0.125
DRAMP00017	dramp	-0.315516561	0.333333333
DRAMP00018	dramp	1.730202103	0.353125
DRAMP00019	dramp	1.429434488	0.963333333
DRAMP00020	dramp	0.710400123	0.107142857
